"VALE"	9.31503105163574
"VALE"	9.47408390045166
"VALE"	9.7368688583374
"VALE"	9.40493106842041
"VALE"	9.35652351379395
"VALE"	9.08682346343994
"VALE"	8.89319324493408
"VALE"	8.99692344665527
"VALE"	9.00383949279785
"VALE"	9.01766967773438
"VALE"	8.96234607696533
"VALE"	9.0107536315918
"VALE"	9.12139987945557
"VALE"	8.80329036712647
"VALE"	8.94851493835449
"VALE"	8.92085361480713
"VALE"	8.71339416503906
"VALE"	9.03841590881348
"VALE"	8.98309230804443
"VALE"	9.00383949279785
"VALE"	9.12139987945557
"VALE"	9.31503105163574
"VALE"	8.87244606018066
"VALE"	9.69537830352783
"VALE"	9.56398487091065
"VALE"	9.7230396270752
"VALE"	10.0342311859131
"VALE"	9.95816326141357
"VALE"	9.75761699676514
"VALE"	9.77144813537598
"VALE"	9.7230396270752
"VALE"	9.75761699676514
"VALE"	10.0065698623657
"VALE"	10.103385925293
"VALE"	9.99273872375488
"VALE"	10.2002010345459
"VALE"	10.2762699127197
"VALE"	9.44642353057861
"VALE"	7.74523735046387
"VALE"	7.9388689994812
"VALE"	8.70647621154785
"VALE"	8.60274505615234
"VALE"	8.6926441192627
"VALE"	8.40219974517822
"VALE"	8.37453651428223
"VALE"	7.8558840751648
"VALE"	7.72449159622192
"VALE"	7.87663078308106
"VALE"	7.75906848907471
"VALE"	8.19473648071289
"VALE"	8.2984676361084
"VALE"	8.39528369903565
"VALE"	8.52667617797852
"VALE"	8.42986106872559
"VALE"	8.45752048492432
"VALE"	8.31921482086182
"VALE"	8.64423847198486
"VALE"	8.67881584167481
"VALE"	8.65806865692139
"VALE"	8.63732242584229
"VALE"	8.63040733337402
"VALE"	8.56816864013672
"VALE"	8.58891487121582
"VALE"	8.75488471984863
"VALE"	8.63732242584229
"VALE"	8.71339416503906
"VALE"	8.70647621154785
"VALE"	8.98309230804443
"VALE"	9.02458667755127
"VALE"	9.18363857269287
"VALE"	9.0937385559082
"VALE"	9.1283130645752
"VALE"	9.18363857269287
"VALE"	9.47408390045166
"VALE"	9.32886123657227
"VALE"	9.30811500549316
"VALE"	8.86552906036377
"VALE"	8.89319324493408
"VALE"	9.00383949279785
"VALE"	8.76180171966553
"VALE"	8.7341365814209
"VALE"	9.0314998626709
"VALE"	9.39109897613525
"VALE"	9.31503105163574
"VALE"	9.22513103485107
"VALE"	9.31503105163574
"VALE"	9.2597074508667
"VALE"	9.55706977844238
"VALE"	9.38418483734131
"VALE"	9.37726879119873
"VALE"	9.26662349700928
"VALE"	9.15597629547119
"VALE"	9.18363857269287
"VALE"	9.38418483734131
"VALE"	9.17672252655029
"VALE"	9.21129894256592
"VALE"	9.0314998626709
"VALE"	9.10757064819336
"VALE"	8.68573093414307
"VALE"	8.76871585845947
"VALE"	8.86552906036377
"VALE"	8.83786869049072
"VALE"	8.83786869049072
"VALE"	8.56125259399414
"VALE"	8.54742240905762
"VALE"	8.8447847366333
"VALE"	8.65806865692139
"VALE"	8.63732242584229
"VALE"	8.5958309173584
"VALE"	8.47135257720947
"VALE"	8.62349224090576
"VALE"	8.28463649749756
"VALE"	8.32612895965576
"VALE"	8.2984676361084
"VALE"	7.95961475372314
"VALE"	8.01493835449219
"VALE"	7.89046096801758
"VALE"	8.09792137145996
"VALE"	8.12558269500732
"VALE"	8.15324401855469
"VALE"	8.31229877471924
"VALE"	8.57508277893066
"VALE"	8.61657619476318
"VALE"	8.66498374938965
"VALE"	8.62349224090576
"VALE"	8.63040733337402
"VALE"	8.74105358123779
"VALE"	8.58200073242188
"VALE"	8.66498374938965
"VALE"	8.66498374938965
"VALE"	8.58891487121582
"VALE"	9.16980838775635
"VALE"	9.14906120300293
"VALE"	9.28736972808838
"VALE"	9.0729923248291
"VALE"	8.90010643005371
"VALE"	9.30811500549316
"VALE"	9.36343860626221
"VALE"	9.48099994659424
"VALE"	9.35652351379395
"VALE"	9.43259429931641
"VALE"	9.2182149887085
"VALE"	9.29428482055664
"VALE"	9.28736972808838
"VALE"	9.29428482055664
"VALE"	9.63313961029053
"VALE"	9.19055271148682
"VALE"	9.24587631225586
"VALE"	9.0729923248291
"VALE"	9.19746780395508
"VALE"	9.2389612197876
"VALE"	9.55015373229981
"VALE"	9.57089996337891
"VALE"	9.54323959350586
"VALE"	9.68154621124268
"VALE"	9.70229339599609
"VALE"	9.64697074890137
"VALE"	9.68846321105957
"VALE"	9.70920848846436
"VALE"	9.62622261047363
"VALE"	9.4671688079834
"VALE"	9.28045463562012
"VALE"	9.16980838775635
"VALE"	9.17672252655029
"VALE"	9.15597629547119
"VALE"	9.10065364837647
"VALE"	8.98309230804443
"VALE"	8.65806865692139
"VALE"	8.49209880828857
"VALE"	7.99419164657593
"VALE"	8.12558269500732
"VALE"	8.04951477050781
"VALE"	8.27772235870361
"VALE"	7.98727512359619
"VALE"	7.81439113616943
"VALE"	8.09100818634033
"VALE"	7.64842176437378
"VALE"	7.58618354797363
"VALE"	7.52394485473633
"VALE"	7.38563680648804
"VALE"	7.46170616149902
"VALE"	7.51011371612549
"VALE"	7.44787502288818
"VALE"	7.23349809646606
"VALE"	7.10901975631714
"VALE"	7.14359855651856
"VALE"	7.21275281906128
"VALE"	7.41329860687256
"VALE"	7.60692977905273
"VALE"	7.54469156265259
"VALE"	7.77289867401123
"VALE"	7.83513736724854
"VALE"	7.84205293655396
"VALE"	8.02876853942871
"VALE"	8.11175155639648
"VALE"	8.16707515716553
"VALE"	8.41603088378906
"VALE"	8.40219974517822
"VALE"	8.20856761932373
"VALE"	8.25006008148193
